Category,Message,spam
ham,u attend ur driving lesson many time wk n day,0
ham,uncle g checking rewarding month,0
ham,hello boytoy geeee missing today like send tm remind thinking loved loving kiss,0
ham,think two still need get cash def ready 9,0
ham,hey gal u wanna meet 4 dinner nã te,0
ham,babe talking think good boy missing love,0
ham,great office today,0
ham,cool last little getting time soon,0
ham,sad puppy noise,0
ham,yes possible dint try pls dont tell one k,0
ham,anyway holla whenever around need excuse go creep people sarasota,0
ham,happen,0
ham,gonna ask lol think 7,0
spam,ur cash balance currently 500 pound maximize ur cash send go 86688 150p meg cc 08718720201 hg suite342 2lands row w1j6hl,1
spam,private 2003 account statement show 800 un redeemed point call 08715203685 identifier code 4xx26 expires 13 10 04,1
ham,go chase run crossing street,0
spam,like tell deepest darkest fantasy call 09094646631 60p min stop text call 08712460324 nat rate,1
ham,hey inconvenient si huh,0
ham,ok vl u know got adsense approved,0
ham,really good see day dudette missing,0
ham,want go perumbavoor,0
ham,many time told stage use laugh listen aha,0
ham,hear,0
ham,thanks talk saturday dear cherish brother role model,0
ham,pls clarify back open return ticket preponed go back kerala,0
spam,natalie 20 f inviting friend reply yes 165 165 see www sm ac u natalie2k9 stop send stop frnd 62468,1
ham,ran younger man make pretty baby together,0
spam,jamster get free wallpaper text heart 88888 c apply 16 need help call 08701213186,1
ham,ic lol play 9 door sometime yo,0
ham,dunno dad said coming home 2 bring u 4 lunch yup go w u lor call u reach school lor,0
ham,desire u going doctor 4 liver get bit stylish get ur hair managed thats,0
ham,hmmm still dont opener,0
ham,yeah basically time next week get away mom amp get 3,0
ham,vote wherever heart guide,0
ham,si lor juz watched italian job,0
ham,tick tick tick could die loneliness know pout stomp foot need,0
ham,lmao know well,0
ham,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way,0
ham,goodnight da thangam really miss u dear,0
ham,hey next sun 1030 basic yoga course bugis go pilate intro next sat tell time r free,0
ham,geeeee internet really bad today eh,0
ham,think disturbing da,0
ham,sorry call later meeting sir,0
ham,havent stuck orchard dad car going 4 dinner u leh r free tonight,0
ham,ok also wan 2 watch e 9 pm show,0
ham,dunno lei like dun haf,0
ham,brother transfered lt gt lt gt pa,0
ham,call later afternoon onwords mtnl service get problem south mumbai hear cann listen,0
spam,83039 62735 â 450 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number 15541,1
ham,talk g x,0
ham,hai dear friend new amp present number rajitha raj ranju,0
spam,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity,1
ham,different style,0
spam,win â 200 shopping spree every week starting 2 play text store 88039 skilgme tscs08714740323 1winawk age16 â 1 50perweeksub,1
ham,gud ni8 dear slp well take care swt dream muah,0
spam,2nd attempt contract u week top prize either â 1000 cash â 200 prize call 09066361921,1
ham,well glad find totally disagreeable lol,0
ham,guy flash go call call madam take care oh,0
ham,mark work tomorrow get 5 work house meet u afterwards,0
ham,keep ur problem ur heart b coz nobody fight u u amp u fight ur self amp win battle vivekanand g 9t sd ham yeah give call got minute ham hi babe uawake feellikw shit justfound via aletter thatmum gotmarried 4thnov behind ourbacks â fuckinnice selfish deviousbitch anyway iâ l call u,0
ham,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount mother law woman hitler eleven plus two twelve plus one amazing,0
ham,aiya discus later lar pick ã¼ 4,0
ham,hey happy birthday,0
ham,sorry missed call please call back,0
ham,omg one thing another cat worm bad day end,0
ham,good morning im suffering fever dysentry able come office today,0
ham,wont anything de,0
ham,type stuff sing,0
ham,st andre virgil cream,0
ham,fri ah okie lor goin 4 drivin den go shoppin tt,0
ham,gokila talking aha,0
ham,hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem,0
ham,k k month kotees birthday know,0
ham,really really broke oh amount small even lt gt,0
ham,sorry mate phone didnt write love kate,0
spam,themob hit link get premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaper 4 free,1
ham,ah well confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come co money,0
ham,aight call close,0
ham,nope thats fine might nap tho,0
spam,msg mobile content order resent previous attempt failed due network error query customersqueries netvision uk com,1
ham,news hassling get weed week andres money haughaighgtujhyguj,0
ham,ding ya break fassyole blacko londn,0
ham,really need 2 kiss u miss u baby ur baby 4eva,0
ham,oh got many responsibility,0
spam,1 new message please call 08715205273,1
ham,reached sch already,0
spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update vco free 08002986906,1
ham,u definitely need module e humanity dis sem izzit u wan 2 take module 1st,0
ham,argh fuck nobody town _,0
ham,thanks fill complete calm reassurance,0
ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning,0
ham,driving training,0
ham,lol real told dad cancer,0
spam,private 2003 account statement 078,1
ham,oops lt gt,0
ham,enufcredeit tocall shall ileave uni 6 get bus yor house,0
ham,hi chikku send nice msg,0
ham,impossible argue always treat like sub like never released remind necessary,0
ham,work ah den 6 plus lor u workin oso rite den go orchard lor place go liao,0
ham,wonderful okors great month cherish guy wish well day mojibiola,0
ham,cuz ibored wanna study,0
ham,wot wed nite 3 til 9,0
ham,suck go u hair free right,0
ham,still working time also tried adding zero saving checking lt gt,0
ham,hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep,0
ham,sday joined training started today,0
ham,sorry grocer,0
ham,nice pub near frankie n benny near warner cinema,0
spam,4 costa del sol holiday â 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costâ 1 50 pm max10mins,1
ham,yup havent want go yoga call book,0
ham,oh shut omg yesterday dream 2 kid boy pissed kid boy even told mark dream changing diaper cause getting owed face,0
ham,yeah imagine would really gentle unlike doc treat patient like turkey,0
ham,started dont stop pray good idea anything see help guy forward link,0
ham,hi darlin im helen fone im gonna b prince 2 nite please come tb love kate,0
ham,office da,0
ham,aiyar u poor thing give u support k jia think u,0
ham,oh unintentionally bad timing great finger train play along give fifteen min warning,0
spam,get garden ready summer free selection summer bulb seed worth â 33 50 scotsman saturday stop go2 notxt co uk,1
ham,k come wenever u lik come also tel vikky come getting free time,0
ham,pls call da happen,0
ham,happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life,0
ham,problem renewal right away dont know detail,0
ham,idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing,0
ham,left yet probably gonna til dinner,0
ham,like lt gt question,0
ham,new year eve ok went party boyfriend si hey,0
ham,sir need velusamy sir date birth company bank facility detail,0
ham,k k sm chat,0
ham,come karnan car please wait till 6pm directly goto doctor,0
ham,bluray player,0
ham,ok r meeting later,0
ham,lol need cash nitros hurry come crash,0
ham,send text skype later,0
ham,ok leave need ask,0
ham,ã still got lesson ã sch,0
ham,dun believe leh tot told true already thk muz c u tog believe,0
ham,oh charge camera,0
ham,iâ got salt rub open wound like,0
ham,going lunch,0
ham,school n da lab stuff give call ã¼ r done,0
ham,aight text tonight see,0
ham,u 2,0
ham,water logging desert geoenvironmental implication,0
ham,strange watching 2nd one bed sweet dream miss u,0
spam,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,1
ham,hi hope u r ok said would text u seen let gently please,0
ham,babe fucking love know fuck good hear voice need crave get enough adore ahmad kiss,0
ham,k sure relative home sm de pls,0
ham,fuuuuck need stop sleepin sup,0
ham,town jus take mrt later,0
ham,cooked rather nice salmon la,0
ham,uploaded mine facebook,0
ham,time u wrkin,0
spam,ree entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 detail 18,1
spam,record indicate u maybe entitled 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop,1
ham,oh oh den muz change plan liao go back yan jiu,0
ham,wylie tampa sarasota,0
ham,ok take ur time n enjoy ur dinner,0
ham,darren saying dat u meeting da ge den dun meet 4 dinner co later u leave xy feel awkward den u meet 4 lunch lor,0
ham,like cheap iâ happy splash wine make feel better,0
ham,fine difficulty phone work mine pls send another friend request,0
ham,ugh leg hurt musta overdid mon,0
spam,call germany 1 penny per minute call fixed line via access number 0844 861 85 85 prepayment direct access www telediscount co uk,1
ham,wot student discount u get book,0
ham,come get b quite diff guess rite,0
spam,mobile 11mths update free orange latest colour camera mobile unlimited weekend call call mobile upd8 freefone 08000839402 2stoptxt,1
ham,babe answering see maybe better reboot ym got photo great,0
ham,hi think match,0
ham,know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,0
ham,dai downloaded exe file run exe installing,0
ham,yesterday true true,0
ham,k k business,0
ham,3 pa selected,0
ham,well thats nice bad cant eat,0
ham,accidentally brought em home box,0
ham,pls need dat slowly vomit,0
ham,jane babe goin 2 wrk feel ill lst nite foned already cover 4 chuck,0
ham,5 night nt staying port step liao ex,0
ham,die want u stuff,0
ham,oh fuck juswoke bed boatin dock slept wid 25 year old spinout giv u da gossip l8r xxx,0
ham,met alex nichols middle school turn dealing,0
spam,private 2003 account statement fone show 800 un redeemed point call 08715203656 identifier code 42049 expires 26 10 04,1
ham,mean u could keep ur word,0
ham,nope still market,0
ham,realise busy guy trying bother get exam outta way try car gr8 day,0
ham,hey project started aha da,0
ham,ok cool see ya,0
ham,uworld site buying qbank buying self assessment also,0
spam,someonone know trying contact via dating service find could call mobile landline 09064015307 box334sk38ch,1
ham,yeah still give ride,0
ham,jay want work first 4 sound,0
ham,gud gud k chikku tke care sleep well gud nyt,0
ham,hmm thinking lor,0
ham,course tease know simply must see grin keep posted prey loving smile devouring kiss,0
ham,thanks temales wonderful thank great week,0
ham,thank princess want see nice juicy booty,0
ham,eaten day sitting staring juicy pizza eat med ruining life,0
